path,url,topic,source_pdf,duration,sentence,sentence_rus,flag
sound_0000546.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000546.mp3,"65_Ч_3_Институт,_университет,_техникум,_колледж","65_Ч_3_Институт,_университет,_техникум,_колледж.pdf",2.04,педагогон ннститутмӕ.,педагогический институт.,-
sound_0000547.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000547.mp3,"65_Ч_3_Институт,_университет,_техникум,_колледж","65_Ч_3_Институт,_университет,_техникум,_колледж.pdf",3.06,базарадон-экономикон техникуммӕ.,торгово-экономический техникум.,-
sound_0000548.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000548.mp3,"65_Ч_3_Институт,_университет,_техникум,_колледж","65_Ч_3_Институт,_университет,_техникум,_колледж.pdf",1.76,Цавӕр предметтӕ дӕттын хъӕуы…,Какие предметы надо сдавать…,-
sound_0000549.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000549.mp3,"65_Ч_3_Институт,_университет,_техникум,_колледж","65_Ч_3_Институт,_университет,_техникум,_колледж.pdf",22.01,сымах институтмӕ?,в ваш институт?,очень длинный — проверить
sound_0000550.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000550.mp3,65. Ч.4. Факультет,65. Ч.4-5. Факультет. Кафедра.pdf,1.38,Цавӕр факультеттӕ ис…,Какие факультеты есть…,-
sound_0000551.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000551.mp3,65. Ч.4. Факультет,65. Ч.4-5. Факультет. Кафедра.pdf,3.53,уӕ пед агогон институты?,в вашем педагогическом институте?,-
sound_0000552.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000552.mp3,65. Ч.4. Факультет,65. Ч.4-5. Факультет. Кафедра.pdf,0.71,… геологион факультет ис?,… геологический факультет?,-
sound_0000553.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000553.mp3,65. Ч.4. Факультет,65. Ч.4-5. Факультет. Кафедра.pdf,6.61,ӕрдзон-географион факультетмӕ.,естественно-географический факультет.,-
sound_0000554.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000554.mp3,65. Ч.4. Факультет,65. Ч.4-5. Факультет. Кафедра.pdf,17.34,Ӕз ахуыр кӕнын историон-филологон факультеты.,Я учусь на историко-филологическом факультете.,-
sound_0000555.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000555.mp3,65. Ч.5. Кафедра,65. Ч.4-5. Факультет. Кафедра.pdf,1.65,Кӕцы кафедрӕйы кусыс?,На какой кафедре ты работаешь?,-
sound_0000556.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000556.mp3,65. Ч.5. Кафедра,65. Ч.4-5. Факультет. Кафедра.pdf,0.72,Ӕз кусын…,Я работаю…,-
sound_0000557.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000557.mp3,65. Ч.5. Кафедра,65. Ч.4-5. Факультет. Кафедра.pdf,4.41,уырыссаг ӕвзаджы кафедрӕйы.,на кафедре русского языка.,-
sound_0000558.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000558.mp3,65. Ч.5. Кафедра,65. Ч.4-5. Факультет. Кафедра.pdf,2.54,Цавӕр кафедрӕтӕ ис уӕ институты?,Какие кафедры имеются у вас в институте?,-
sound_0000559.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000559.mp3,65. Ч.5. Кафедра,65. Ч.4-5. Факультет. Кафедра.pdf,7.18,Мӕн фӕнды базонгӕ уӕвын ирон ӕвзаг ӕмӕ литератур ӕйы кафедрӕйы куыстытимӕ.,Я хочу хотим познакомиться с работами кафедры осетинского языка и литературы.,-
sound_0000560.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000560.mp3,65. Ч.6. Студент,65. Ч.6-7. Студент. Стипендия.pdf,1.04,Цал студенты ис…,Сколько студентов…,-
sound_0000561.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000561.mp3,65. Ч.6. Студент,65. Ч.6-7. Студент. Стипендия.pdf,2.26,уӕ институты?,в вашем институте?,-
sound_0000562.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000562.mp3,65. Ч.6. Студент,65. Ч.6-7. Студент. Стипендия.pdf,9.96,ун иверситеьы студент.,университета.,-
sound_0000563.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000563.mp3,65. Ч.6. Студент,65. Ч.6-7. Студент. Стипендия.pdf,10.25,Цӕй хорз у студен ты цард!,До чего хороша студенческая жизнь!,-
sound_0000564.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000564.mp3,65. Ч.7. Стипендия,65. Ч.6-7. Студент. Стипендия.pdf,1.12,Стипенди исыс?,Получаешь ли ты стипендию?,-
sound_0000565.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000565.mp3,65. Ч.7. Стипендия,65. Ч.6-7. Студент. Стипендия.pdf,2.98,Ӕз исын стипенди.,Я получаю стипендию.,-
sound_0000566.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000566.mp3,65. Ч.7. Стипендия,65. Ч.6-7. Студент. Стипендия.pdf,1.77,Ӕз нӕ исын стипенди.,Я не получаю стипендию.,⚠ распознан как русский — на проверку
sound_0000567.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000567.mp3,65. Ч.7. Стипендия,65. Ч.6-7. Студент. Стипендия.pdf,1.44,Стипенди цӕуылнӕ исис?,Почему ты не получаешь стипендию?,-
sound_0000568.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000568.mp3,65. Ч.7. Стипендия,65. Ч.6-7. Студент. Стипендия.pdf,1.99,"Стипенди куы райсон, уӕд дын бафиддзынӕн дӕ хӕс.","Я расплачусь с тобой, когда получу стипендию.",-
sound_0000569.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000569.mp3,65. Ч.7. Стипендия,65. Ч.6-7. Студент. Стипендия.pdf,3.38,Чи уӕм исы уӕлдӕргонд стиенди?,Кто у вас получает повышенную стипендию?,-
sound_0000570.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000570.mp3,65. Ч.7. Стипендия,65. Ч.6-7. Студент. Стипендия.pdf,5.77,Ӕз исын персоналон стипенди.,Я получаю персональную стипендию.,-
sound_0000571.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000571.mp3,65. Ч.8. Курс,65. Ч.8-10. Курс. Лектор. Лекция.pdf,4.59,Кӕцы курс дӕ?,На каком ты курсе?,⚠ распознан как русский — на проверку
sound_0000572.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000572.mp3,65. Ч.8. Курс,65. Ч.8-10. Курс. Лектор. Лекция.pdf,7.1,Кӕцы курсы стут?,На каком вы курсе?,-
sound_0000573.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000573.mp3,65. Ч.8. Курс,65. Ч.8-10. Курс. Лектор. Лекция.pdf,11.8,Цал къорды ис…,Сколько групп…,-
sound_0000574.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000574.mp3,65. Ч.8. Курс,65. Ч.8-10. Курс. Лектор. Лекция.pdf,4.51,уӕ факультеты фыццӕгӕм курсы?,на первом курсе…,-
,,65. Ч.8. Курс,65. Ч.8-10. Курс. Лектор. Лекция.pdf,0.0,уӕ факультеты дыккаг курсы?,на втором курсе…,не удалось выровнять — нарезать вручную
,,65. Ч.8. Курс,65. Ч.8-10. Курс. Лектор. Лекция.pdf,0.0,Ӕз ахуыр кӕнын фыццӕгӕм курсы.,Я учусь на первом курсе.,не удалось выровнять — нарезать вручную
sound_0000575.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000575.mp3,65. Ч.9. Лектор,65. Ч.8-10. Курс. Лектор. Лекция.pdf,1.69,Лек торы мыггаг кӕмӕй у?,Как фамилия лектора?,-
sound_0000576.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000576.mp3,65. Ч.10. Лекция,65. Ч.8-10. Курс. Лектор. Лекция.pdf,1.94,Цал лекцийы уӕм ис абон?,Сколько у вас сегодня лекций?,-
sound_0000577.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000577.mp3,65. Ч.10. Лекция,65. Ч.8-10. Курс. Лектор. Лекция.pdf,0.57,Абон махмӕ ис ӕртӕ лекцийы.,У нас сегодня три лекции.,-
sound_0000578.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000578.mp3,65. Ч.10. Лекция,65. Ч.8-10. Курс. Лектор. Лекция.pdf,3.6,Абон махмӕ ис цыппар лекцийы.,У нас сегодня четыре лекции.,-
,,65. Ч.10. Лекция,65. Ч.8-10. Курс. Лектор. Лекция.pdf,0.0,уырыссаг ӕвзагӕй?,по русскому языку?,нет осетинского аудио — проверить
sound_0000579.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000579.mp3,65. Ч.10. Лекция,65. Ч.8-10. Курс. Лектор. Лекция.pdf,4.94,нем ыцаг ӕвзагӕй.,по английскому языку?,-
sound_0000580.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000580.mp3,65. Ч.10. Лекция,65. Ч.8-10. Курс. Лектор. Лекция.pdf,1.64,историйӕ?,по истории?,-
sound_0000581.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000581.mp3,65. Ч.11. Аудитория,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,1.63,Кӕцы аудиторийы уыдзӕнис лекци?,В какой аудитории будет лекция?,-
sound_0000582.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000582.mp3,65. Ч.11. Аудитория,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,0.98,Цал ахуыргӕнӕн аудиторийы ис ам?,Сколько здесь учебных аудиторий?,-
sound_0000583.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000583.mp3,65. Ч.11. Аудитория,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,2.57,Цал адӕймаджы бынат дзы ис ацы аудиторийы?,На сколько мест рассчитана эта аудитория?,-
sound_0000584.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000584.mp3,65. Ч.11. Аудитория,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,1.39,Цомут дӕсӕм аудиторимӕ.,Пойдемте в десятую аудиторию.,-
sound_0000585.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000585.mp3,65. Ч.11. Аудитория,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,2.56,Ныртӕккӕ нӕм уым уыдзӕни лекци.,Сейчас у нас там будет лекция.,-
sound_0000586.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000586.mp3,65. Ч.12. Общежитие,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,1.21,Ды ӕмдзӕрӕны цӕрыс?,Ты в общежитии живешь?,-
sound_0000587.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000587.mp3,65. Ч.12. Общежитие,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,1.08,Кӕцы ран ис ує ’мдзӕрӕн?,Где находится ваше общежитие?,-
sound_0000588.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000588.mp3,65. Ч.12. Общежитие,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,1.73,Мӕн фӕнды уе ʼмдзӕрӕн фенын.,Мне хочется посмотреть ваше общежитие.,-
sound_0000589.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000589.mp3,65. Ч.12. Общежитие,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,3.36,Цал адӕймаджы цӕры…,Сколько человек живет…,-
sound_0000590.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000590.mp3,65. Ч.12. Общежитие,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,8.05,ӕмдзӕрӕны?,в общежитии?,-
sound_0000591.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000591.mp3,65. Ч.13. Интернат,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,3.4,Кӕд арӕзт ӕрцыд уӕ интернат?,Когда был организован ваш интернат?,-
sound_0000592.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000592.mp3,65. Ч.13. Интернат,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,8.35,Уӕ районы бирӕ интернаттӕ ис?,у вас в районе?,-
sound_0000593.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000593.mp3,65. Ч.13. Интернат,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,3.45,Цавӕр фадӕттӕ ис сывӕллӕтӕн,Какие условия имеют дети…,-
sound_0000594.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000594.mp3,65. Ч.13. Интернат,65_Ч_11_13_Аудитория_Общежитие_Интернат.pdf,18.1,интернаты ахуыр кӕынынӕн?,для учебы в интернате?,-
sound_0000595.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000595.mp3,65. Ч.14. Преподаватель,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,0.42,Ӕз дӕн…,Я преподаватель….,-
sound_0000596.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000596.mp3,65. Ч.14. Преподаватель,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.44,уырыссаг ӕвзаджы ахуыргӕнӕг.,русского языка.,-
sound_0000597.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000597.mp3,65. Ч.14. Преподаватель,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.25,нем ыцаг ӕвзаджы ахуыргӕнӕг.,немецкого языка.,-
sound_0000598.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000598.mp3,65. Ч.14. Преподаватель,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,0.52,Ды цавӕр предмет дӕттыс?,Ты какой предмет преподаешь?,-
sound_0000599.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000599.mp3,65. Ч.14. Преподаватель,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.14,Мӕн фӕнды фенын скъолайы ахуыргӕнджыты.,Я хочу видеть преподавателей школы.,-
sound_0000600.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000600.mp3,65. Ч.14. Преподаватель,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,29.91,нем ыцаг ӕвзаджы ахуыргӕнӕгимӕ.,немецкого языка.,⚠ распознан как русский — на проверку; очень длинный — проверить
sound_0000601.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000601.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.61,Кӕцы ран ис уе скъола?,Где находится ваша школа?,-
sound_0000602.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000602.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,2.68,"Кӕцы ӕвзагыл ахуыр кӕнут уе скъолайы истори, географи ӕмӕ ӕндӕр предметтӕ?","На каком языке идет преподавание истории, географии и других предметов в школе?",-
sound_0000603.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000603.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.21,Кӕцы къласӕй фӕстӕмӕ уӕм ахуыр кӕнынц фӕсарӕйнаг ӕвзаг?,С какого класса изучают у вас иностранный язык?,-
sound_0000604.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000604.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.5,Цавӕр фӕсарӕйнаг ӕвзаг ахуыр кӕнынц уе скъолайы?,Какой иностранный язык изучают у вас в школе?,-
sound_0000605.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000605.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,0.5,Ӕз ахуыр кӕнын…,Я изучаю…,-
sound_0000606.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000606.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,3.47,Мах ахуыр кӕнӕм…,Мы изучаем…,-
sound_0000607.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000607.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.22,нем ыцаг ӕвзаг.,немецкий язык.,-
sound_0000608.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000608.mp3,65. Ч.15. Школа,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,18.8,Уӕ хъӕуы изӕрон скъола ис?,Есть ли в вашем селе вечерняя школа?,⚠ распознан как русский — на проверку
sound_0000609.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000609.mp3,65. Ч.16. Класс,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,1.45,Кӕцы къласы ахуыр кӕныс?,В каком классе ты учишься?,-
sound_0000610.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000610.mp3,65. Ч.16. Класс,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,6.77,Уӕ къласы цал ахуыргӕнинаджы ис?,Сколько учеников в вашем классе?,-
sound_0000611.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000611.mp3,65. Ч.16. Класс,65_Ч_14_16_Преподаватель_Школа_Класс.pdf,5.93,Мӕн фӕнды уӕ кълӕстӕ фенын.,Я хочу хотим посмотреть ваши классы.,-
sound_0000612.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000612.mp3,"65. Ч.17. Программа, план","65. Ч.17-18. Программа, план. Ученик.pdf",2.72,план,"65. Ч.17. Программа,",-
sound_0000613.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000613.mp3,"65. Ч.17. Программа, план","65. Ч.17-18. Программа, план. Ученик.pdf",2.24,историйы программӕимӕ.,программой по истории.,-
sound_0000614.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000614.mp3,"65. Ч.17. Программа, план","65. Ч.17-18. Программа, план. Ученик.pdf",5.78,скъолайы хъомыладон куысты пъланимӕ.,планом воспитательной работы школы.,-
sound_0000615.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000615.mp3,"65. Ч.17. Программа, план","65. Ч.17-18. Программа, план. Ученик.pdf",1.93,къласы куысты пъланимӕ.,планом воспитательной работы класса.,-
sound_0000616.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000616.mp3,"65. Ч.17. Программа, план","65. Ч.17-18. Программа, план. Ученик.pdf",2.05,Махмӕ ӕндӕр программӕ ис.,У нас другая программа.,-
sound_0000617.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000617.mp3,"65. Ч.17. Программа, план","65. Ч.17-18. Программа, план. Ученик.pdf",2.36,Махмӕ ӕндӕр план ис.,У нас другой план.,-
sound_0000618.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000618.mp3,65. Ч.18. Ученик,"65. Ч.17-18. Программа, план. Ученик.pdf",5.13,Уе скъолайы ахуыргӕнинӕгтӕ сӕрды каникултӕ куыд ӕрвитынц?,Как проводят летние каникулы ученики вашей школы?,-
,,65. Ч.18. Ученик,"65. Ч.17-18. Программа, план. Ученик.pdf",0.0,Цал скъоладзауы уӕм ахуыр кӕны…,Сколько учеников у вас учатся…,нет осетинского аудио — проверить
,,65. Ч.18. Ученик,"65. Ч.17-18. Программа, план. Ученик.pdf",0.0,хорз?,на «хорошо»?,нет осетинского аудио — проверить
sound_0000619.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000619.mp3,65. Ч.18. Ученик,"65. Ч.17-18. Программа, план. Ученик.pdf",3.02,тынг хорз?,на «отлично»?,-
,,65. Ч.18. Ученик,"65. Ч.17-18. Программа, план. Ученик.pdf",0.0,ӕвзӕр?,на «плохо»?,нет осетинского аудио — проверить
,,65. Ч.18. Ученик,"65. Ч.17-18. Программа, план. Ученик.pdf",0.0,Уый мӕ раздӕры ахуыргӕнинаг у.,Это мой бывший ученик.,нет осетинского аудио — проверить
sound_0000620.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000620.mp3,65. Ч.18. Ученик,"65. Ч.17-18. Программа, план. Ученик.pdf",11.52,Ӕз дзы сӕрыстыр дӕн.,Я горжусь им.,-
sound_0000621.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000621.mp3,65. Ч.19. Урок,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,1.68,Абон уӕм цал урочы ис?,Сколько уроков у вас сегодня?,-
sound_0000622.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000622.mp3,65. Ч.19. Урок,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,1.47,Мӕ ур очы-ма абад.,Посиди у меня на уроке.,-
,,65. Ч.19. Урок,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,0.0,Мӕн фӕнды бацӕуын…,Я хотел бы зайти…,нет осетинского аудио — проверить
,,65. Ч.19. Урок,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,0.0,ирон ӕвзаджы урокмӕ.,на урок осетинского языка.,нет осетинского аудио — проверить
sound_0000623.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000623.mp3,65. Ч.19. Урок,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,2.22,физикӕйы урокмӕ.,на урок физики.,-
sound_0000624.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000624.mp3,65. Ч.19. Урок,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,1.68,Дӕ ур октӕ сахуыр кодтай?,Ты выучил уроки?,-
sound_0000625.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000625.mp3,65. Ч.19. Урок,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,0.94,Уӕд баулӕф.,Тогда отдохни.,-
sound_0000626.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000626.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,2.51,Уӕ сывӕлӕттӕ иууылдӕр скъоламӕ цӕуынц?,У вас все дети ходят в школу?,-
,,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,0.0,"Скъоламӕ чи нӕ цӕуы, ахӕм авдаздзыд сывӕлӕттӕ уӕм ис?","Есть у вас семилетние дети, которые не ходят в школу?",нет осетинского аудио — проверить
sound_0000627.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000627.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,7.2,"Скъоламӕ чи нӕ цӕуы, ахӕм ӕстдӕсаздзыд сывӕлӕттӕ уӕм ис?","Есть у вас восемнадцатилетние дети, которые не ходят в школу?",-
sound_0000628.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000628.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,3.15,"Уӕ лӕппу, уӕ чызг цӕуылнӕ цӕуынц скъоламӕ?","Почему ваш сын, ваша дочь не ходят в школу?",-
sound_0000629.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000629.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,0.62,Уӕ лӕппу йӕхи ӕвзӕр дары скъолайы.,Ваш сын плохо ведет себя в школе.,-
sound_0000630.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000630.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,1.5,Цӕуылнӕ цӕттӕ кӕны уӕ лӕппу йӕхиур октӕм?,Почему ваш сын не готовится к урокам?,-
sound_0000631.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000631.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,2.17,"Уӕ лӕппу нӕ ахуыр кӕны, стӕй ӕвзӕр дары йӕхи.",Ваш сын не занимается и плохо ведет себя.,-
sound_0000632.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000632.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,1.59,Скъоламӕ-ма ӕрбацу директормӕ аныхас кӕнынмӕ.,Зайдите в школу к директору поговорить.,-
sound_0000633.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000633.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,4.97,Уӕ лӕппуйӕн ӕгӕр бирӕ рӕстӕг нӕ хардз кӕнын кӕнут хӕдзары куыстытыл?,Не слишком ли много отнимаете времени у вашего сына домашними работами?,-
sound_0000634.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000634.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,2.8,Йӕ ахуыр ӕй фӕхуыздӕр кӕнын хъӕуы.,Ему надо подтянуться.,-
sound_0000635.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000635.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,3.74,"Уӕ фырт, уӕ чызг цӕуылнӕ уал цӕуынц скъоламӕ?","Почему ваш сын, ваша дочь больше не ходят в школу?",-
sound_0000636.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000636.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,3.59,Уӕ лӕппу хорз ахуыр кӕны. Ӕз дзы разы дӕн.,Ваш сын хорошо занимается. Я им доволен.,-
sound_0000637.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000637.mp3,65. Ч.20. Разговор с родителями,65_Ч_19_20_Урок_Разговор_с_родителями.pdf,44.74,Уӕ лӕппуйы ӕнӕниздзинад куыд у?,Как здоровье вашего сына?,очень длинный — проверить
sound_0000638.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000638.mp3,"65. Ч.21. Экзамен, зачет, конкурс","65_Ч_21_22_Экзамен,_зачет,_конкурс_Каникулы.pdf",1.89,"зачет, конкурс","65. Ч.21. Экзамен,",-
sound_0000639.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000639.mp3,"65. Ч.21. Экзамен, зачет, конкурс","65_Ч_21_22_Экзамен,_зачет,_конкурс_Каникулы.pdf",1.57,Цавӕр экзаментӕ уӕм ис?,Какие у вас экзамены?,-
sound_0000640.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000640.mp3,"65. Ч.21. Экзамен, зачет, конкурс","65_Ч_21_22_Экзамен,_зачет,_конкурс_Каникулы.pdf",2.85,Тынг хорз чи дӕтты ӕппӕт экзаментӕ дӕр?,Кто на «отлично» сдает все экзамены?,-
